Artist,SName
Frozen (Trilha Sonora),The Next Right Thing
Frozen (Trilha Sonora),Let It Go (Demi Lovato)
Frozen (Trilha Sonora),Frozen Heart
Frozen (Trilha Sonora),Fixer Upper (Feat. Maia Wilson)
Frozen (Trilha Sonora),In Summer
Frozen (Trilha Sonora),Let It Go (Dave Audé Remix)
Frozen (Trilha Sonora),Lost in the Woods
Frozen (Trilha Sonora),Making Today a Perfect Day
Frozen (Trilha Sonora),Monster (The Broadway Musical)
Frozen (Trilha Sonora),Reindeer(S) are Better Than People
Frozen (Trilha Sonora),Reindeer(S) Are Better Than People (Cont.)
Frozen (Trilha Sonora),Some Things Never Change
Frozen (Trilha Sonora),When I Am Older
Shingeki no Kyojin,The Rumbling
Shingeki no Kyojin,My War (Opening 6 - Final Season)
Shingeki no Kyojin,Yuugure no Tori
Shingeki no Kyojin,Call Your Name
Shingeki no Kyojin,DOA
Shingeki no Kyojin,The Reluctant Heroes
Como Eu Era Antes de Você,Broken Glass - Sia
Como Eu Era Antes de Você,Happy With Me - Holychild
Como Eu Era Antes de Você,Not Today - Imagine Dragons
Como Eu Era Antes de Você,Numb - Max Jury
Como Eu Era Antes de Você,Photograph - Ed Sheeran
Como Eu Era Antes de Você,Till the End - Jessie Ware
Como Eu Era Antes de Você,Unsteady - X Ambassadors
Caminho das Índias (novela),Halo - Beyoncé
Caminho das Índias (novela),Tip Of My Tongue - Something Sally feat. Joss Stone
Caminho das Índias (novela),Never Gonna Be Alone - Nickelback
Caminho das Índias (novela),I'm In The Mood For Love - Daniel Boaventura
Caminho das Índias (novela),All The Way - Ronaldo Canto E Mello
Caminho das Índias (novela),Use Somebody - Kings Of Leon
Caminho das Índias (novela),Small Talk - Ovi
Caminho das Índias (novela),Lay Lady Lay - Dan Torres
Caminho das Índias (novela),Lies - Mcfly
Caminho das Índias (novela),Madly - Tristan Prettyman
Caminho das Índias (novela),Sober - P!nk
Caminho das Índias (novela),Thinking Of You - Katy Perry
Caminho das Índias (novela),To Love You All Over Again - Madeleine Peyroux
Grease,You Are The One That I Want
Grease,Grease Is The Word
Grease,Hopelessly Devoted To You
Grease,Summer Nights
Grease,Sandy
Grease,We Go Together
Grease,Greased Lightnin'
Grease,Beauty School Drop-Out
Grease,Whenever I'm Away From You
Grease,Those Magic Changes
Grease,Never Gonna Fall In Love Again
Grease,Let Her In
Grease,There Are Worse Things I Could Do
Grease,I Don't Know What I Like About You Baby
Grease,"Look At Me, I'm Sandra Dee (Reprise)"
Grease,Freddy My Love
Grease,Shakin' At The High School Hop
Grease,"Look At Me, I'm Sandra Dee"
Grease,What Would They Say
Grease,Hound Dog
Grease,Mooning
Grease,It's Raining On Prom Night
Grease,Blue Moon
Grease,(love Will) Turn Back The Hands Of Time
Grease,All Choked Up
Grease,All Strung Out On You
Grease,Alone At a Drive-in
Grease,Born To Hand Jive
Grease,Charades
Grease,Cool Rider
Grease,Do It For Our Country
Grease,Man Of My Dreams
Grease,Moonlight Lady
Grease,Prowlin
Grease,Right Time Of The Night
Grease,Rock 'n' Roll Is Here To Stay
Grease,Rock 'N' Roll Party Que
Grease,Score Tonight
Grease,Since I Don't Have You
Grease,Tears On My Pillow
Grease,Who's That Guy?
Malhação,Bastille - Pompeii
Malhação,Dj Company - In The Land Of Love
Malhação,Kelly Clarkson - Breakaway
Malhação,Sms - Just a Little Bit Of Chaos
Malhação,3 Doors Down - Here Without You
Malhação,Alanis Morissette - Ironic
Malhação,2 Brothers On The 4th Floor - Fly (Throught The Starry Night)
Malhação,3 Doors Down - Let Me Go
Malhação,Alanis Morissette - Lens
Malhação,Àsfora - Not Scared
Malhação,Aurea - Scratch My Back
Malhação,Avril Lavigne - Don't Tell Me
Malhação,Avril Lavigne - Sk8er Boi
Malhação,Awolnation - Hollow Moon (Bad Wolf)
Malhação,B2k - Girlfriend
Malhação,Babootz & da Big Boy Daddy - Sweet Mama
Malhação,Ben Haper - In The Colors
Malhação,Ben Harper - Waiting For You
Malhação,Benny Benassi - Satisfaction
Malhação,Beyonce - Crazy In Love
Malhação,Bianca Merhy - Chained
Malhação,Big Mountain - All Kinds Of People
Malhação,Billy Ray Cyrus - Achy Break Heart
Malhação,Black Alien - Real Gold
Malhação,Black Eyed Peas - Shut Up
Malhação,Blink 182 - All The Small Things
Malhação,Blink 182 - I Miss You
Malhação,Butterfly - Brandon Heath
Malhação,Captain Hollywood - Love and Pain
Malhação,Carolina Marquez - The Killer's Song
Malhação,Chevelle - Send The Pain Below
Malhação,Creed - With Arms Wide Open
Malhação,Damian Marley - and You Be Loved
Malhação,Dan Torres - I Can't Live Without Your Love
Malhação,Daniel Powter - Bad Day
Malhação,Daughtry - It's Not Over
Malhação,Daytona - We're Not Gonna Take It
Malhação,Donovan Frankenreiter - These Arms
Malhação,Double You - Definitely Sure
Malhação,Ed Sheeran - Give Me Love
Malhação,Ed Sheeran - The a Team
Malhação,Eman - Talk About It
Malhação,Eve - Got What You Need
Malhação,George Ezra - Budapest
Malhação,Gloria Estefan - Reach
Malhação,Good Charlotte - A Beautiful Place
Malhação,Gottsha - Break Out
Malhação,Gov't Mule - Banks Of The Deep End
Malhação,Haddaway - Catch a Fire
Malhação,High Jinx - California Dreaming
Malhação,Hilary Duff - Come Clean
Malhação,Hitz - Funkest Funker
Malhação,Hoodoo Gurus - Come Anytime
Malhação,Ian Van Dahl - Movin' On
Malhação,Ja Rule - Mesmerize
Malhação,Jason Mraz - Long Drive
Malhação,Jennifer Lopez - I'm Glad
Malhação,Johnny Glovez - In My Way
Malhação,Kathryn Dean - City Of Angels
Malhação,Kathryn Dean - I Told You So
Malhação,Katy Perry - Teenage Dream
Malhação,Ke$ha - Tik Tok
Malhação,Kelly Clarkson - Since U Been Gone
Malhação,Kings Of Leon - Fans
Malhação,Kt Tunstall - Hold On
Malhação,Limp Bizkit - Behind Blue Eyes
Malhação,Little Joy - Keep Me In Mind
Malhação,Lu Alone - Girls Can Rock
Malhação,Macy Gray - You're The Sunshine Of My Life
Malhação,Magic! - no Way No
Malhação,Maria Mena - You're The Only One
Malhação,Mariano San Roman - Little Sister
Malhação,Marisa Niparts - Change Of Seasons
Malhação,Maroon 5 - She Will Be Loved
Malhação,Masterboy - Generation Of Love
Malhação,Matisyahu - Youth
Malhação,Metric - Lost Kitten
Malhação,Missy Elliott - Lose Control
Malhação,Mitchel Musso - Hey
Malhação,Neil Sadaka - The Diary
Malhação,Nelly - Dilemma
Malhação,Oasis - Don't Look Back In Anger
Malhação,Odissey - Move Your Body
Malhação,One Direction - Midnight Memories
Malhação,One Direction - What Makes You Beautiful
Malhação,Orson - No Tomorrow
Malhação,Panic! At The Disco- The Only Difference Between Martyrdom And Suicide Is Press Coverage
Malhação,Paul Anka - Lonely Boy
Malhação,Paul J. Vance - Falling
Malhação,Phunk Freaks - I Don't Make You Happy
Malhação,Pink - Stupid Girl
Malhação,Pink - Who Knew
Malhação,Quit Playing Games - Backstreet Boys
Malhação,Rihanna - S.o.s
Malhação,Sean Paul - I'm Still In Love With You
Malhação,Shaggy - Angel
Malhação,She & Him - Never Wanted Your Love
Malhação,Sheppard - Geronimo
Malhação,Silverchair - Miss You Love
Malhação,Simple Plan - Untlited
Malhação,Simple Plan - Welcome To My Life
Malhação,Simply Red - Beside You
Malhação,Smash Mouth - Waste
Malhação,SONOHRA - Love Is Here
Malhação,Soulfunkers - U Got The Luv
Malhação,Stacie Orrico - I Promise I Will
Malhação,Stereo Bros - Somebody Told Me
Malhação,T.a.t.u - All The Things She Said
Malhação,Taylor Renee - Angels
Malhação,Taylor Renee - Wish It Were You
Malhação,Taylor Swift - You're Not Sorry
Malhação,Thalia - I Want You
Malhação,The All-Americans Rejects - Dirty Little Secret
Malhação,"The Beach Boys - Fun, Fun, Fun"
Malhação,The Beach Boys - Surfer Girl
Malhação,The Black Keys - Lonely Boy
Malhação,The Calling - Wherever Will You Go
Malhação,"The Free - Lover, On The Line"
Malhação,The Magic Numbers - Take a Chance
Malhação,Third Eye Blind - How It's Going To Be
Malhação,Three Days Grace - I Hate Everything About You
Malhação,Tiago Iorc - Fine
Malhação,Tiago Iorc - Nothing But A Song
Malhação,Toby Mac - Hey Now
Malhação,Tom Novy - Your Body
Malhação,Tow Truck Co-Pilot - The Rewinders
Malhação,Travis - Closer
Malhação,Ultraje À Rigor - My Bonnie
Malhação,Undercover - Every Breath You Take
Malhação,Vanessa Carlton - Pretty Baby
Malhação,Vanessa Hudgens - Come Back To Me
Malhação,We'll be Coming Back - Calvin Harris
Malhação,Worlds Apart - Baby Come Back
Malhação,Y-Not - Y-Not
Malhação,Yellowcard - Light Up The Sky
Malhação,Yellowcard - Lights And Sounds
Malhação,Your Window Pane - Kirsch & Bass
Piratas do Caribe,Yo-ho A Pirate's Life For Me
Piratas do Caribe,Hoist The Colours
Piratas do Caribe,Yo-jo
Rio (Trilha-Sonora),Fly Love - Jamie Foxx
Rio (Trilha-Sonora),"Hot Wings (I Wanna Party) - will.i.am, Jamie Foxx, Anne Hathaway"
Rio (Trilha-Sonora),Pretty Bird - Jemaine Clement
Rio (Trilha-Sonora),Real In Rio - Jamie Foxx
Rio (Trilha-Sonora),Take You To Rio (Remix) - Ester Dean
Rio (Trilha-Sonora),Telling The World - Taio Cruz
Mamma Mia,Mamma Mia
Mamma Mia,"My Love, My Life"
Mamma Mia,I Have A Dream
Mamma Mia,I've Been Waiting For You
Mamma Mia,The Winner Takes It All
Mamma Mia,Dancing Queen
Mamma Mia,"Andante, Andante"
Mamma Mia,When I Kissed The Teacher
Mamma Mia,Lay All Your Love On Me
Mamma Mia,Why Did It Have To Be Me?
Mamma Mia,Gimme! Gimme! Gimme!
Mamma Mia,S.o.s
Mamma Mia,Our Last Summer
Mamma Mia,"Knowing Me, Knowing You"
Mamma Mia,Chiquitita
Mamma Mia,Waterloo
Mamma Mia,"Honey, Honey"
Mamma Mia,The Name Of The Game
Mamma Mia,Voulez-vous
Mamma Mia,One Of Us
Mamma Mia,Super Trouper
Mamma Mia,Fernando
Mamma Mia,The Day Before You Came
Mamma Mia,Angel Eyes
Mamma Mia,Kisses of Fire
Mamma Mia,Does Your Mother Know
Mamma Mia,Gimme! Gimme! Gimme! (a Man After Midnight)
Mamma Mia,I Have A Dream/thank You For The Music (hidden Track)
Mamma Mia,I Wonder (Departure)
Mamma Mia,"Money, Money, Money"
Mamma Mia,Overture/prologue
Mamma Mia,Say I do
Mamma Mia,Slipping Through My Fingers
Mamma Mia,Take A Chance On Me
Mamma Mia,Thank You For The Music
Mamma Mia,Under Attack
Mamma Mia,When All Is Said And Done
Moulin Rouge (Trilha-Sonora),Come What May
Moulin Rouge (Trilha-Sonora),Nature Boy - David Bowie
Moulin Rouge (Trilha-Sonora),Your Song
Moulin Rouge (Trilha-Sonora),The Show Must Go On
Moulin Rouge (Trilha-Sonora),Hindi Sad Diamonds
Moulin Rouge (Trilha-Sonora),El Tango de Roxanne
Moulin Rouge (Trilha-Sonora),Elephant Love Medley
Moulin Rouge (Trilha-Sonora),Because We Can - Fatboy Slim
Moulin Rouge (Trilha-Sonora),Because We Can
Moulin Rouge (Trilha-Sonora),A Fool To Believe
Moulin Rouge (Trilha-Sonora),Children Of The Revolution
Moulin Rouge (Trilha-Sonora),Diamond Dogs - Beck
Moulin Rouge (Trilha-Sonora),Like A Virgin
Moulin Rouge (Trilha-Sonora),Meet Me In The Red Room
Moulin Rouge (Trilha-Sonora),One Day I'll fly Away
Moulin Rouge (Trilha-Sonora),Rhythm Of The Night
Moulin Rouge (Trilha-Sonora),Something Stupid
Moulin Rouge (Trilha-Sonora),Sparkling Diamonds
Moulin Rouge (Trilha-Sonora),Sparkling Diamonds (keep Version)
Moulin Rouge (Trilha-Sonora),The Pitch (Spectacular Spectacular)
Duas Caras (novela),No One - Alicia Keys
Duas Caras (novela),Same Mistake - James Blunt
Duas Caras (novela),Let Me Out - Ben's Brother
Duas Caras (novela),2 Hearts - Kylie Minogue
Duas Caras (novela),Lost Without U - Robin Thicke
Duas Caras (novela),You My Love - Double You
Duas Caras (novela),So Much For You - Ashley Tisdale
Duas Caras (novela),Kiss Kiss - Chris Brown
Duas Caras (novela),Scared - Tiago Iorc
Duas Caras (novela),I'm All Right - Madeleine Peyroux
Duas Caras (novela),All She Wants (O Xote das Meninas) - Marina Elali
Duas Caras (novela),Gimme More - Britney Spears
Duas Caras (novela),The Look of Love - Diana Krall
Duas Caras (novela),How Deep Is Your Love - The Bird And The Bee
Duas Caras (novela),Call Me - Victor Pozas
Duas Caras (novela),The Look Of Love (from Casino Royale) - Victor Pozas
Duas Caras (novela),Yesterday - Liverpool Kids
Duas Caras (novela),You Are So Beautiful - Ivo Pessoa
Os Cavaleiros do Zodíaco,Hero
Os Cavaleiros do Zodíaco,Hero - Saint Seiya: Legend of Sanctuary
Os Cavaleiros do Zodíaco,Realm Of Athena (full)
Os Cavaleiros do Zodíaco,Shining Star
Os Cavaleiros do Zodíaco,The Realm Of Athena
Os Cavaleiros do Zodíaco,You Are My Reason To Be
Avenida Brasil (Novela),Set Fire To The Rain - Adele
Avenida Brasil (Novela),Finally Falling - Mayer Hawthorne
Avenida Brasil (Novela),Bring On The Nite - Mister Jam (Feat. Ali Pierre & Cymcolé)
Avenida Brasil (Novela),Charlie Brown - Coldplay
Avenida Brasil (Novela),Video Games - Lana Del Rey
Avenida Brasil (Novela),The One That Got Away - Katy Perry
Avenida Brasil (Novela),Belle - Cattle & Cane
Avenida Brasil (Novela),Endless Love - Lionel Richie & Shania Twain
Avenida Brasil (Novela),Hotel Nacional - Gloria Estefan
Avenida Brasil (Novela),"Don't Think Twice, It's All Right - Bob Dylan"
Avenida Brasil (Novela),Hot Stuff - Donna Summer
Avenida Brasil (Novela),Mas Que Nada - Sergio Mendes (Feat. Black Eyed Peas)
Avenida Brasil (Novela),Speechless - Lady Gaga
Avenida Brasil (Novela),The Glory Of Love - Paul Mccartney
Avenida Brasil (Novela),Upside Down - Diana Ross
Looney Tunes Songs,The Wizard
Looney Tunes Songs,Blow My Stack
Looney Tunes Songs,Giant Robot Love
Looney Tunes Songs,Parade Float
Looney Tunes Songs,Be Polite
Looney Tunes Songs,Chicken Hawk
Looney Tunes Songs,Chintzy
Looney Tunes Songs,Cock Of The Walk
Looney Tunes Songs,Daffy's Legacy
Looney Tunes Songs,Drifting Apart
Looney Tunes Songs,Grilled Cheese
Looney Tunes Songs,I Love To Sing-A
Looney Tunes Songs,I'm a Martian
Looney Tunes Songs,Laser Beam
Looney Tunes Songs,Long-Eared Drifter
Looney Tunes Songs,Moostache
Looney Tunes Songs,President's Day
Looney Tunes Songs,Queso Bandito
Looney Tunes Songs,Season Of The Turtle
Looney Tunes Songs,Skunk Funk
Looney Tunes Songs,Stick To My Guns
Looney Tunes Songs,Tasmanian Meltdown
Looney Tunes Songs,We Are In Love
Looney Tunes Songs,Wonderful Bugs
Looney Tunes Songs,Yellow Bird
Looney Tunes Songs,You Like/ I Like
Madagascar,I Like To Move It
Madagascar,Afro Circus
Madagascar,More Than a Feeling
Madagascar,Big And Chunky
Madagascar,Alex On The Spot
Madagascar,What A Wonderful World
Madagascar,I Like To Move It (versão Madagascar 2)
Madagascar,Boogie Wonderland
Madagascar,The Ventures
Madagascar,Stayin' Alive
Madagascar,"New York, New York"
Madagascar,Best Friends
Madagascar,Copacabana
Madagascar,Rescue Me
Madagascar,The Traveling Song
One Tree Hill,I Don't Want To Be
One Tree Hill,When The Stars Go Blue
One Tree Hill,Halo
One Tree Hill,Fallen
One Tree Hill,I Am The Highway
One Tree Hill,We Belong Together
One Tree Hill,She Has No Time
One Tree Hill,Dare You To Move
One Tree Hill,Love Song
One Tree Hill,For Blue Skies
One Tree Hill,Son's Gonna Rise
One Tree Hill,Sidewalks
One Tree Hill,So Beautiful
One Tree Hill,23
One Tree Hill,Collide
One Tree Hill,Whiskey
One Tree Hill,Center Of Attention
One Tree Hill,10.000 Stones
One Tree Hill,Bad Habits
One Tree Hill,Feel This
One Tree Hill,Hallelujah
One Tree Hill,How To Save A Life
One Tree Hill,Middle Of Nowhere
One Tree Hill,Mixtape
Insensato Coração (novela),Firework - Katy Perry
Insensato Coração (novela),I Don't Know What To do - Tiko's Groove feat. Gosha
Insensato Coração (novela),All The Lovers - Kylie Minogue
Insensato Coração (novela),I'll Help You Stay - John Kip
Insensato Coração (novela),Talking To The Moon - Bruno Mars
Insensato Coração (novela),"How Soon Is Now (dirty South Remix) - David Guetta Feat. Dirty South, Sebastian Ingrosso"
Insensato Coração (novela),Let You Go - Double You
Insensato Coração (novela),Suspicious Minds - Elvis Presley
Insensato Coração (novela),(I Can't Get No) Satisfaction - Frejat
Insensato Coração (novela),When You Got a Good Thing - Lady Antebellum
Insensato Coração (novela),Bring Me The Dawn - Carlo Dall'anese feat. Fábio Castro
Insensato Coração (novela),Convince Me - Val Emmich
Insensato Coração (novela),Calling Out Your Name - James Blunt
Insensato Coração (novela),C'est La Vie Street - Lowrider
Insensato Coração (novela),The Best Of It - John Nathaniel
Insensato Coração (novela),Amor - Ben E. King
Insensato Coração (novela),Pack Up - Eliza Doolittle
Insensato Coração (novela),Round Midnight - Alexandre Elias & Alessandra Maestrini
Insensato Coração (novela),You're My Baby - Sarah Vaughan
Insensato Coração (novela),Grace Baby - Paris Wells
Insensato Coração (novela),Live It Up - Ali Pierre
Insensato Coração (novela),'S Wonderful - João Gilberto
If I Stay (Se Eu Ficar),Heart Like Yours - Willamette Stone
If I Stay (Se Eu Ficar),I Never Wanted To Go - Willamette Stone
If I Stay (Se Eu Ficar),I Want You Have - Willamette Stone
If I Stay (Se Eu Ficar),Mind - Willamette Stone
If I Stay (Se Eu Ficar),Never Coming Down - Willamette Stone
If I Stay (Se Eu Ficar),Say Something - a Great Big World (Feat. Christina Aguilera)
If I Stay (Se Eu Ficar),Today
Valente (Brave),Touch the Sky
Valente (Brave),Learn Me Right
Valente (Brave),Into The Open Air
Valente (Brave),Song of Mor'du
Gossip Girl (trilha sonora),Apologize
Gossip Girl (trilha sonora),Beautiful Girls
Gossip Girl (trilha sonora),Believe
Gossip Girl (trilha sonora),Back To Black
Gossip Girl (trilha sonora),Young Folks
Gossip Girl (trilha sonora),Do The Panic
Gossip Girl (trilha sonora),Fergie - Glamorous
Gossip Girl (trilha sonora),Fight Song
Gossip Girl (trilha sonora),Sum 41 - With Me
Gossip Girl (trilha sonora),Do You Wanna
Gossip Girl (trilha sonora),I See You
Gossip Girl (trilha sonora),Coming Home
Gossip Girl (trilha sonora),Tell Me 'bout It
Gossip Girl (trilha sonora),Time Won't Let Me Go
Gossip Girl (trilha sonora),I Feel It All
Gossip Girl (trilha sonora),We Are Young
Gossip Girl (trilha sonora),Feeling Better
Gossip Girl (trilha sonora),Good Life
Gossip Girl (trilha sonora),Creator
Gossip Girl (trilha sonora),I Got It From Mt Mama
Gossip Girl (trilha sonora),Paparazzi
Gossip Girl (trilha sonora),Happy Ending
Gossip Girl (trilha sonora),Crimewave
Gossip Girl (trilha sonora),Cities In Dust
Gossip Girl (trilha sonora),Shut Up And Drive
Gossip Girl (trilha sonora),Buzzin
Gossip Girl (trilha sonora),Lincoln Hawk - Everytime
Gossip Girl (trilha sonora),"Mama, I'm Coming Home"
Gossip Girl (trilha sonora),Matt & Kim - Don’t Slow Down
Gossip Girl (trilha sonora),Miike Snow - Plastic Jungle
Gossip Girl (trilha sonora),Nadia Oh - Got Ur Number
Gossip Girl (trilha sonora),Nolita Fairytale
Gossip Girl (trilha sonora),Reverse Of Shade
Gossip Girl (trilha sonora),Say (all I Need)
Gossip Girl (trilha sonora),Sour Cherry
Gossip Girl (trilha sonora),Stripper - The Soho Dolls
Gossip Girl (trilha sonora),The Future Has Arrived
Gossip Girl (trilha sonora),Three Wishes
Gossip Girl (trilha sonora),Time To Pretend
Gossip Girl (trilha sonora),We Started Nothing
Gossip Girl (trilha sonora),Whatever You Like - Anya Marina
Teen Beach Movie,Like Me
Teen Beach Movie,Gotta Be Me
Teen Beach Movie,Cruisin' For A Bruisin'
Teen Beach Movie,Meant To Be
Teen Beach Movie,Best Summer Ever
Teen Beach Movie,Can't Stop Singing
Teen Beach Movie,Falling For Ya
Teen Beach Movie,That's How We Do
Teen Beach Movie,On My Own
Teen Beach Movie,Surf's Up
Teen Beach Movie,Silver Screen
Teen Beach Movie,Oxygen
Teen Beach Movie,Twist Your Frown Upside Down
Teen Beach Movie,Right Where I Wanna Be
Teen Beach Movie,Falling For Ya (Version 2)
Teen Beach Movie,Coolest Cats in Town
Teen Beach Movie,Meant to Be (Reprise 1)
Teen Beach Movie,Meant to Be (Reprise 2)
Teen Beach Movie,Meant To Be (Reprise 3)
Teen Beach Movie,Rescue Me
Teen Beach Movie,Starting Over
Teen Beach Movie,Surf Crazy
Teen Beach Movie,Surf Crazy Finale
Teen Beach Movie,Wanna Be With You
A Princesa e O Sapo,Almost There
A Princesa e O Sapo,Ma Belle Evangeline
A Princesa e O Sapo,Dig A Little Deeper
A Princesa e O Sapo,Never Knew I Needed
A Princesa e O Sapo,Down in New Orleans (Prologue)
A Princesa e O Sapo,When We're Human
A Princesa e O Sapo,Down In New Orleans
A Princesa e O Sapo,Gonna Take You There
A Princesa e O Sapo,Down in New Orleans (Finale)
A Princesa e O Sapo,Friends On The Other Side
A Princesa e O Sapo,Ray Laid Low
Smallville,Save Me
Smallville,Superman
Smallville,Everything
Smallville,Clint Eastwood
Smallville,Goodbye
Smallville,Caught In The Sun
Smallville,Inside Out
Smallville,Perfect Memory
Smallville,You And Me
Smallville,Wherever You Will Go
Smallville,Don't Dream It's Over
Smallville,Everything I Own
Smallville,Island In The Sun
Smallville,Lonely Day
Smallville,Fight Test
Smallville,Time After Time
Smallville,Everything You Want
Smallville,You Could Be Happy
Smallville,Stop Crying Your Heart Out
Smallville,Hero
Smallville,Elevation
Smallville,Fade
Smallville,I Just Wanna Be Loved
Smallville,If Everyone Cared
Smallville,It Ends Tonight
Smallville,Maybe
Smallville,My Friends Over You
Smallville,Nuclear
Smallville,Seeing Red
Smallville,Set It Off
Smallville,Sober
Smallville,Stereophonics
Smallville,The People That We Love (speed Kills)
Smallville,The Way It Is
Smallville,Wave Goodbye
Encantada (Disney),That's How You Know - Amy Adams
Encantada (Disney),So Close - Jon Mclaughlin
Encantada (Disney),True Love's Kiss - Amy Adams
Encantada (Disney),Happy Working Song - Amy Adams
Encantada (Disney),Ever Ever After - Carrie Underwood
Encantada (Disney),That's Amore - James Marsden
A Culpa é das Estrelas,All of the Stars
A Culpa é das Estrelas,All I Want
A Culpa é das Estrelas,Not About Angels
A Culpa é das Estrelas,Wait
A Culpa é das Estrelas,Let Me In
A Culpa é das Estrelas,Long Way Down
A Culpa é das Estrelas,No One Ever Loved
A Culpa é das Estrelas,Simple As This
A Culpa é das Estrelas,Strange Things Will Happen
A Culpa é das Estrelas,Best Shot
A Culpa é das Estrelas,Boom Clap
A Culpa é das Estrelas,Oblivion
A Culpa é das Estrelas,Tee Shirt
A Culpa é das Estrelas,While I'm Alive
A Culpa é das Estrelas,Without Words
Jogos Vorazes,The Hanging Tree
Jogos Vorazes,Rue's Lullaby
Jogos Vorazes,All My Love (Feat. Ariana Grande)
Jogos Vorazes,Abraham's Daughter
Jogos Vorazes,Everybody Wants To Rule The World
Jogos Vorazes,Who We Are
Jogos Vorazes,Atlas
Jogos Vorazes,Yellow Flicker Beat
Jogos Vorazes,Flicker (Kanye West Rework)
Jogos Vorazes,Eyes Open
Jogos Vorazes,Rules
Jogos Vorazes,Horn Of Plenty (Panem National Anthem)
Jogos Vorazes,The Ruler And The Killer
Jogos Vorazes,Elastic Heart
Jogos Vorazes,We Remain
Jogos Vorazes,Mirror
Jogos Vorazes,Capital Letter
Jogos Vorazes,Place For Us
Jogos Vorazes,Angel On Fire
Jogos Vorazes,Safe & Sound
Jogos Vorazes,Animal
Jogos Vorazes,Come Away To The Water
Jogos Vorazes,Dark Days
Jogos Vorazes,Daughter's Lament
Jogos Vorazes,Dead Air
Jogos Vorazes,Devil May Cry
Jogos Vorazes,Gale Song
Jogos Vorazes,Hanging Tree (Gazzo Remix)
Jogos Vorazes,Just a Game
Jogos Vorazes,Kingdom (Feat. Simon Le Bon)
Jogos Vorazes,Kingdom Come
Jogos Vorazes,Ladder Song
Jogos Vorazes,Lean
Jogos Vorazes,Lost Souls
Jogos Vorazes,Lover Is Childlike
Jogos Vorazes,"Meltdown (Feat. Lorde, HAIM, Pusha T & Q-Tip)"
Jogos Vorazes,Nothing To Remember
Jogos Vorazes,One Engine
Jogos Vorazes,Original Beast
Jogos Vorazes,Plan The Escape
Jogos Vorazes,Run Daddy Run
Jogos Vorazes,Scream My Name
Jogos Vorazes,Shooting Arrows At The Sky
Jogos Vorazes,Silhouettes
Jogos Vorazes,Take The Heartland
Jogos Vorazes,The Leap
Jogos Vorazes,This Is Not a Game (Feat. Miguel & Lorde)
Jogos Vorazes,Tomorrow Will Be Kinder
Paraíso Tropical (novela),James Morrison - You Give Me Something
Paraíso Tropical (novela),Harry Nilsson - Without You
Paraíso Tropical (novela),Sérgio Mendes E Brasil'66 - So Many Stars
Paraíso Tropical (novela),Paolo Nutini - Last Request
Paraíso Tropical (novela),Michael Bolton - You Go To My Head
Paraíso Tropical (novela),John Legend - P.d.a. We Just Don´t Care
Paraíso Tropical (novela),Michael Bublé - Me And Mrs Jones
Paraíso Tropical (novela),Madeleine Peyroux - The Summer Wind
Paraíso Tropical (novela),BB King - The Thrill is gone
Paraíso Tropical (novela),Brenda Lee - I'm Sorry
Paraíso Tropical (novela),Caetano Veloso - The Man I Love
Paraíso Tropical (novela),Ella Fitzgerald - Dream Dancing
Paraíso Tropical (novela),Gladys Knight - Since I Fell For You
Paraíso Tropical (novela),Natalie Cole - My Endless Love
Paraíso Tropical (novela),Nilsson - Without You
Paraíso Tropical (novela),Rod Stewart - Have You Ever Seen The Rain?
Belíssima (novela),James Blunt - You're Beautiful
Belíssima (novela),Michael Bolton - All The Way
Belíssima (novela),Kelly Clarkson - Because Of You
Belíssima (novela),Jamie Cullum - Mind Trick
Belíssima (novela),Pussycat Dolls - Don't Cha
Belíssima (novela),Kt Tunstall - Suddenly I See
Belíssima (novela),Jamiroquai - Seven Days In Sunny June
Belíssima (novela),Damien Rice - The Blower's Daughter
Belíssima (novela),Lorrah Wizz - Fake
Belíssima (novela),Madeleine Peyroux - Dance Me To The End Of Love
Belíssima (novela),Simply Red - My Perfect Love
Transformers,What I've Done - Linkin Park
Transformers,New Divide - Linkin Park
Transformers,Iridescent - Linkin Park
Transformers,21 Guns - Green Day
Transformers,Transformers: The Fallen (remix) - Cheap Trick
Transformers,Almost Easy - Avenged Sevenfold
Transformers,Awake and Alive (rock Radio Mix)
Transformers,All That You Are - Goo Goo Dolls
Transformers,Burning Down The House - The Used
Transformers,Burn It To The Ground - Nickelback
Transformers,Capital M-e - Taking Back Sunday
Transformers,Let It Go - Cavo
Transformers,Never Say Never - The Fray
Transformers,I Don't Think I Love You - Hoobastank
Transformers,Set The World On Fire - Black Veil Brides
Transformers,Faith - Taking Back Sunday
Transformers,Not Meant To Be - Theory Of A Deadman
Transformers,Get Thru This - Art Of Dying
Transformers,Goodbye - Gate 21 (rock Remix) (featuring Tom Morello) - Serj Tankian
Transformers,Graveyard Dancing - D.r.u.g.s
Transformers,Head Above Water - Theory Of a Deadman
Transformers,Just Got Paid - Mastodon
Transformers,Lifelong Dayshift - Middle Class Rut
Transformers,Many Of Horror - Biffy Clyro
Transformers,Monster - Paramore
Transformers,Real World - The All-american Rejects
Transformers,The Bottom - Staind
Transformers,The Only Hope For Me Is You - My Chemical Romance
Transformers,The Pessimist - Stone Sour
Transformers,This Is It - Staind
As Crônicas de Nárnia,A Dance 'Round the Memory Tree
